player,card_number,set_name,year,sport,team,category,insert_name,is_rookie
Andrew Benintendi,345,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Insert,Golden Mirror Variation,False
Tristin English,346,2026 Topps Series 1 Baseball,2026,Baseball,Arizona Diamondbacks,Insert,Golden Mirror Variation,True
Brett Baty,347,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Insert,Golden Mirror Variation,False
Michael Busch,348,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Insert,Golden Mirror Variation,False
James Wood,349,2026 Topps Series 1 Baseball,2026,Baseball,Washington Nationals,Insert,Golden Mirror Variation,False
Mike Trout,350,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Insert,Golden Mirror Variation,False
Aaron Judge,1,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Insert,True Photo Variation,False
Jonah Tong,4,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Insert,True Photo Variation,True
Jacob Misiorowski,10,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Insert,True Photo Variation,True
Payton Tolle,15,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Insert,True Photo Variation,True
Ryan Ritter,18,2026 Topps Series 1 Baseball,2026,Baseball,Colorado Rockies,Insert,True Photo Variation,True
Vladimir Guerrero Jr.,20,2026 Topps Series 1 Baseball,2026,Baseball,Toronto Blue Jays,Insert,True Photo Variation,False
Clayton Kershaw,22,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,True Photo Variation,False
Nathan Church,24,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Insert,True Photo Variation,True
Carson Williams,25,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Insert,True Photo Variation,True
Shinnosuke Ogasawara,32,2026 Topps Series 1 Baseball,2026,Baseball,Washington Nationals,Insert,True Photo Variation,True
C.J. Kayfus,35,2026 Topps Series 1 Baseball,2026,Baseball,Cleveland Guardians,Insert,True Photo Variation,True
Jakob Marsee,37,2026 Topps Series 1 Baseball,2026,Baseball,Miami Marlins,Insert,True Photo Variation,True
Matt Olson,39,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Insert,True Photo Variation,False
Sonny Gray,40,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Insert,True Photo Variation,False
Mookie Betts,41,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,True Photo Variation,False
Gunnar Henderson,46,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Insert,True Photo Variation,False
Grant Taylor,49,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Insert,True Photo Variation,True
Ronald Acuña Jr.,50,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Insert,True Photo Variation,False
Garrett Crochet,53,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Insert,True Photo Variation,False
Warming Bernabel,55,2026 Topps Series 1 Baseball,2026,Baseball,Colorado Rockies,Insert,True Photo Variation,True
Parker Messick,67,2026 Topps Series 1 Baseball,2026,Baseball,Cleveland Guardians,Insert,True Photo Variation,True
Bob Seymour,70,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Insert,True Photo Variation,True
Jimmy Crooks,73,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Insert,True Photo Variation,True
Alex Freeland,74,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,True Photo Variation,True
Yoshinobu Yamamoto,90,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,True Photo Variation,False
Jackson Holliday,92,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Insert,True Photo Variation,False
Corey Seager,96,2026 Topps Series 1 Baseball,2026,Baseball,Texas Rangers,Insert,True Photo Variation,False
Nick Kurtz,97,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Insert,True Photo Variation,False
Jacob deGrom,99,2026 Topps Series 1 Baseball,2026,Baseball,Texas Rangers,Insert,True Photo Variation,False
Paul Skenes,100,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Insert,True Photo Variation,False
Ceddanne Rafaela,101,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Insert,True Photo Variation,False
Samuel Basallo,104,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Insert,True Photo Variation,True
Cam Schlittler,111,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Insert,True Photo Variation,True
Royce Lewis,115,2026 Topps Series 1 Baseball,2026,Baseball,Minnesota Twins,Insert,True Photo Variation,False
Yanquiel Fernández,116,2026 Topps Series 1 Baseball,2026,Baseball,Colorado Rockies,Insert,True Photo Variation,True
Francisco Lindor,123,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Insert,True Photo Variation,False
Cole Young,129,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Insert,True Photo Variation,True
Andrew McCutchen,131,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Insert,True Photo Variation,False
Brice Matthews,132,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Insert,True Photo Variation,True
Alex Bregman,135,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Insert,True Photo Variation,False
Jac Caglianone,138,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Insert,True Photo Variation,True
Cal Raleigh,140,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Insert,True Photo Variation,False
Julio Rodríguez,146,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Insert,True Photo Variation,False
Christian Moore,147,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Insert,True Photo Variation,True
Jacob Melton,148,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Insert,True Photo Variation,True
Elly De La Cruz,150,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Insert,True Photo Variation,False
Christian Yelich,154,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Insert,True Photo Variation,False
Drew Gilbert,155,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Insert,True Photo Variation,True
Colson Montgomery,157,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Insert,True Photo Variation,True
Ian Seymour,165,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Insert,True Photo Variation,True
Brady House,170,2026 Topps Series 1 Baseball,2026,Baseball,Washington Nationals,Insert,True Photo Variation,True
Maximo Acosta,172,2026 Topps Series 1 Baseball,2026,Baseball,Miami Marlins,Insert,True Photo Variation,True
Shota Imanaga,178,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Insert,True Photo Variation,False
Carson Whisenhunt,184,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Insert,True Photo Variation,True
Otto Kemp,187,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Insert,True Photo Variation,True
Roman Anthony,189,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Insert,True Photo Variation,True
Nolan Arenado,193,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Insert,True Photo Variation,False
Pete Crow-Armstrong,196,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Insert,True Photo Variation,False
Shohei Ohtani,200,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,True Photo Variation,False
Kyle Teel,201,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Insert,True Photo Variation,True
Bobby Witt Jr.,205,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Insert,True Photo Variation,False
Jack Perkins,206,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Insert,True Photo Variation,True
Riley Greene,209,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Insert,True Photo Variation,False
Troy Melton,212,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Insert,True Photo Variation,True
Colby Thomas,213,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Insert,True Photo Variation,True
Nolan McLean,214,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Insert,True Photo Variation,True
Rafael Devers,219,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Insert,True Photo Variation,False
Cody Freeman,224,2026 Topps Series 1 Baseball,2026,Baseball,Texas Rangers,Insert,True Photo Variation,True
Jackson Merrill,229,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Insert,True Photo Variation,False
Zach Neto,230,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Insert,True Photo Variation,False
Owen Caissie,233,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Insert,True Photo Variation,True
Austin Riley,238,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Insert,True Photo Variation,False
Jacob Wilson,240,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Insert,True Photo Variation,False
Didier Fuentes,243,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Insert,True Photo Variation,True
Carlos Cortes,249,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Insert,True Photo Variation,True
Bryce Harper,250,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Insert,True Photo Variation,False
Byron Buxton,255,2026 Topps Series 1 Baseball,2026,Baseball,Minnesota Twins,Insert,True Photo Variation,False
Luis Morales,259,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Insert,True Photo Variation,True
Mason Barnett,273,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Insert,True Photo Variation,True
Jeremiah Jackson,277,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Insert,True Photo Variation,True
Jose Altuve,278,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Insert,True Photo Variation,False
Bubba Chandler,283,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Insert,True Photo Variation,True
José Ramírez,284,2026 Topps Series 1 Baseball,2026,Baseball,Cleveland Guardians,Insert,True Photo Variation,False
Anthony Seigler,286,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Insert,True Photo Variation,True
Kyle Stowers,293,2026 Topps Series 1 Baseball,2026,Baseball,Miami Marlins,Insert,True Photo Variation,False
Tarik Skubal,300,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Insert,True Photo Variation,False
Anthony Volpe,308,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Insert,True Photo Variation,False
Michael Harris II,310,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Insert,True Photo Variation,False
Chase Burns,312,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Insert,True Photo Variation,True
Corbin Carroll,314,2026 Topps Series 1 Baseball,2026,Baseball,Arizona Diamondbacks,Insert,True Photo Variation,False
Jhostynxon Garcia,316,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Insert,True Photo Variation,True
Troy Johnston,317,2026 Topps Series 1 Baseball,2026,Baseball,Miami Marlins,Insert,True Photo Variation,True
Trea Turner,322,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Insert,True Photo Variation,False
Lawrence Butler,324,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Insert,True Photo Variation,False
Junior Caminero,328,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Insert,True Photo Variation,False
Fernando Tatis Jr.,333,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Insert,True Photo Variation,False
Kyle Karros,334,2026 Topps Series 1 Baseball,2026,Baseball,Colorado Rockies,Insert,True Photo Variation,True
Dylan Beavers,339,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Insert,True Photo Variation,True
James Wood,349,2026 Topps Series 1 Baseball,2026,Baseball,Washington Nationals,Insert,True Photo Variation,False
Mike Trout,350,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Insert,True Photo Variation,False
Aaron Judge,1,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Insert,Player Number Variation,False
Jonah Tong,4,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Insert,Player Number Variation,True
Nico Hoerner,5,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Insert,Player Number Variation,False
Jacob Misiorowski,10,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Insert,Player Number Variation,True
Ryan Ritter,18,2026 Topps Series 1 Baseball,2026,Baseball,Colorado Rockies,Insert,Player Number Variation,True
Vladimir Guerrero Jr.,20,2026 Topps Series 1 Baseball,2026,Baseball,Toronto Blue Jays,Insert,Player Number Variation,False
Clayton Kershaw,22,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Player Number Variation,False
Carson Williams,25,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Insert,Player Number Variation,True
Xander Bogaerts,33,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Insert,Player Number Variation,False
C.J. Kayfus,35,2026 Topps Series 1 Baseball,2026,Baseball,Cleveland Guardians,Insert,Player Number Variation,True
Jakob Marsee,37,2026 Topps Series 1 Baseball,2026,Baseball,Miami Marlins,Insert,Player Number Variation,True
Matt Olson,39,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Insert,Player Number Variation,False
Sonny Gray,40,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Insert,Player Number Variation,False
Mookie Betts,41,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Player Number Variation,False
Gunnar Henderson,46,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Insert,Player Number Variation,False
Grant Taylor,49,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Insert,Player Number Variation,True
Ronald Acuña Jr.,50,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Insert,Player Number Variation,False
Garrett Crochet,53,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Insert,Player Number Variation,False
Warming Bernabel,55,2026 Topps Series 1 Baseball,2026,Baseball,Colorado Rockies,Insert,Player Number Variation,True
Masataka Yoshida,65,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Insert,Player Number Variation,False
Logan Webb,69,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Insert,Player Number Variation,False
Alex Freeland,74,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Player Number Variation,True
Spencer Strider,79,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Insert,Player Number Variation,False
Carlos Rodón,82,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Insert,Player Number Variation,False
Yoshinobu Yamamoto,90,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Player Number Variation,False
Jackson Holliday,92,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Insert,Player Number Variation,False
Yu Darvish,94,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Insert,Player Number Variation,False
Corey Seager,96,2026 Topps Series 1 Baseball,2026,Baseball,Texas Rangers,Insert,Player Number Variation,False
Nick Kurtz,97,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Insert,Player Number Variation,False
Jacob deGrom,99,2026 Topps Series 1 Baseball,2026,Baseball,Texas Rangers,Insert,Player Number Variation,False
Paul Skenes,100,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Insert,Player Number Variation,False
Ceddanne Rafaela,101,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Insert,Player Number Variation,False
Samuel Basallo,104,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Insert,Player Number Variation,True
Cam Schlittler,111,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Insert,Player Number Variation,True
Royce Lewis,115,2026 Topps Series 1 Baseball,2026,Baseball,Minnesota Twins,Insert,Player Number Variation,False
Yanquiel Fernández,116,2026 Topps Series 1 Baseball,2026,Baseball,Colorado Rockies,Insert,Player Number Variation,True
Francisco Lindor,123,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Insert,Player Number Variation,False
Cole Young,129,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Insert,Player Number Variation,True
Andrew McCutchen,131,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Insert,Player Number Variation,False
Brice Matthews,132,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Insert,Player Number Variation,True
Alex Bregman,135,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Insert,Player Number Variation,False
Jac Caglianone,138,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Insert,Player Number Variation,True
Cal Raleigh,140,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Insert,Player Number Variation,False
Javier Báez,144,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Insert,Player Number Variation,False
Julio Rodríguez,146,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Insert,Player Number Variation,False
Christian Moore,147,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Insert,Player Number Variation,True
Jacob Melton,148,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Insert,Player Number Variation,True
Elly De La Cruz,150,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Insert,Player Number Variation,False
Christian Yelich,154,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Insert,Player Number Variation,False
Drew Gilbert,155,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Insert,Player Number Variation,True
Colson Montgomery,157,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Insert,Player Number Variation,True
Brady House,170,2026 Topps Series 1 Baseball,2026,Baseball,Washington Nationals,Insert,Player Number Variation,True
Shota Imanaga,178,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Insert,Player Number Variation,False
Carson Whisenhunt,184,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Insert,Player Number Variation,True
Otto Kemp,187,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Insert,Player Number Variation,True
Roman Anthony,189,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Insert,Player Number Variation,True
Nolan Arenado,193,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Insert,Player Number Variation,False
Pete Crow-Armstrong,196,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Insert,Player Number Variation,False
Shohei Ohtani,200,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Player Number Variation,False
Kyle Teel,201,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Insert,Player Number Variation,True
