player,card_number,set_name,year,sport,team,category,insert_name,is_rookie
Robin Yount,ROQA-YYCM,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Auto,Real One Quad Autograph,True
Al Woods,EA-AW,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Auto,Expansion Autograph,False
Dave Lemanczyk,EA-DL,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Auto,Expansion Autograph,False
Doug Rader,EA-DR,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Auto,Expansion Autograph,False
Glenn Abbott,EA-GA,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Auto,Expansion Autograph,False
Gary Wheelock,EA-GW,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Auto,Expansion Autograph,False
Otto Vélez,EA-OV,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Auto,Expansion Autograph,False
Roy Howell,EA-RH,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Auto,Expansion Autograph,False
Steve Braun,EA-SB,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Auto,Expansion Autograph,False
Albert Pujols,TBA-AP,2026 Topps Heritage Baseball,2026,Baseball,St. Louis Cardinals,Auto,Turn Back the Clock Autograph,False
Barry Bonds,TBA-BB,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Auto,Turn Back the Clock Autograph,False
Derek Jeter,TBA-DJ,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Auto,Turn Back the Clock Autograph,False
Félix Hernández,TBA-FH,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Auto,Turn Back the Clock Autograph,False
Ichiro,TBA-I,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Auto,Turn Back the Clock Autograph,False
Mike Piazza,TBA-MP,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Auto,Turn Back the Clock Autograph,False
Shohei Ohtani,TBA-SO,2026 Topps Heritage Baseball,2026,Baseball,Angels,Auto,Turn Back the Clock Autograph,False
Bubba Chandler,ROAC-BC,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Auto,Chrome Autograph Variation,True
Bryce Eldridge,ROAC-BE,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Auto,Chrome Autograph Variation,True
Chase Burns,ROAC-CB,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Auto,Chrome Autograph Variation,True
Colson Montgomery,ROAC-CMO,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Auto,Chrome Autograph Variation,True
Fernando Tatis Jr.,ROAC-FTJ,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Auto,Chrome Autograph Variation,False
Jac Caglianone,ROAC-JCA,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Auto,Chrome Autograph Variation,True
Jacob Misiorowski,ROAC-JM,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Auto,Chrome Autograph Variation,True
Mike Trout,ROAC-MT,2026 Topps Heritage Baseball,2026,Baseball,Angels,Auto,Chrome Autograph Variation,False
Nick Kurtz,ROAC-NK,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Auto,Chrome Autograph Variation,False
Nolan McLean,ROAC-NM,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Auto,Chrome Autograph Variation,True
Paul Skenes,ROAC-PS,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Auto,Chrome Autograph Variation,False
Roman Anthony,ROAC-RA,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Auto,Chrome Autograph Variation,True
Shohei Ohtani,ROAC-SO,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Auto,Chrome Autograph Variation,False
Byron Buxton,CCAR-BB,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Auto,Clubhouse Collection Auto Relic,False
Cade Horton,CCAR-CH,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Auto,Clubhouse Collection Auto Relic,False
CJ Abrams,CCAR-CJA,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Auto,Clubhouse Collection Auto Relic,False
Christian Yelich,CCAR-CY,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Auto,Clubhouse Collection Auto Relic,False
Fernando Tatis Jr.,CCAR-FTJ,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Auto,Clubhouse Collection Auto Relic,False
George Brett,CCAR-GB,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Auto,Clubhouse Collection Auto Relic,False
Gunnar Henderson,CCAR-GH,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Auto,Clubhouse Collection Auto Relic,False
Jose Altuve,CCAR-JA,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Auto,Clubhouse Collection Auto Relic,False
Johnny Bench,CCAR-JB,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Auto,Clubhouse Collection Auto Relic,False
Jac Caglianone,CCAR-JCA,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Auto,Clubhouse Collection Auto Relic,True
Jazz Chisholm Jr.,CCAR-JCJ,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Auto,Clubhouse Collection Auto Relic,False
Jacob Wilson,CCAR-JW,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Auto,Clubhouse Collection Auto Relic,False
Kyle Teel,CCAR-KTE,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Auto,Clubhouse Collection Auto Relic,True
Mike Schmidt,CCAR-MS,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Auto,Clubhouse Collection Auto Relic,False
Mike Trout,CCAR-MT,2026 Topps Heritage Baseball,2026,Baseball,Angels,Auto,Clubhouse Collection Auto Relic,False
Nolan Arenado,CCAR-NA,2026 Topps Heritage Baseball,2026,Baseball,St. Louis Cardinals,Auto,Clubhouse Collection Auto Relic,False
Paul Skenes,CCAR-PS,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Auto,Clubhouse Collection Auto Relic,False
Rod Carew,CCAR-RC,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Auto,Clubhouse Collection Auto Relic,False
Reggie Jackson,CCAR-RJ,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Auto,Clubhouse Collection Auto Relic,False
Roki Sasaki,CCAR-RS,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Auto,Clubhouse Collection Auto Relic,False
Steve Carlton,CCAR-SC,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Auto,Clubhouse Collection Auto Relic,False
Trea Turner,CCAR-TT,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Auto,Clubhouse Collection Auto Relic,False
Vladimir Guerrero Jr.,CCAR-VGJ,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Auto,Clubhouse Collection Auto Relic,False
Aaron Judge,CCDR-JJ,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Auto,Clubhouse Collection Dual Auto Relic,False
Reggie Jackson,CCDR-JJ,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Auto,Clubhouse Collection Dual Auto Relic,False
Jackson Chourio,CCDR-YC,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Auto,Clubhouse Collection Dual Auto Relic,False
Robin Yount,CCDR-YC,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Auto,Clubhouse Collection Dual Auto Relic,False
Carl Yastrzemski,FAR-CY,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Auto,Flashback Autograph Relic,False
George Brett,FAR-GB,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Auto,Flashback Autograph Relic,False
Mike Schmidt,FAR-MS,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Auto,Flashback Autograph Relic,False
Reggie Jackson,FAR-RJ,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Auto,Flashback Autograph Relic,False
Robin Yount,FAR-RY,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Auto,Flashback Autograph Relic,False
Steve Carlton,FAR-SC,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Auto,Flashback Autograph Relic,False
Carlton Fisk,TMA-CF,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Auto,There Once Was a Man Auto Relic,False
George Brett,TMA-GB,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Auto,There Once Was a Man Auto Relic,False
Mike Schmidt,TMA-MS,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Auto,There Once Was a Man Auto Relic,False
Reggie Jackson,TMA-RJ,2026 Topps Heritage Baseball,2026,Baseball,Oakland Athletics,Auto,There Once Was a Man Auto Relic,False
Robin Yount,TMA-RY,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Auto,There Once Was a Man Auto Relic,False
Steve Carlton,TMA-SC,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Auto,There Once Was a Man Auto Relic,False
Andrew Abbott,CCR-AA,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Relic,Clubhouse Collection Relic,False
Alex Bregman,CCR-AB,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Relic,Clubhouse Collection Relic,False
Adolis García,CCR-AG,2026 Topps Heritage Baseball,2026,Baseball,Texas Rangers,Relic,Clubhouse Collection Relic,False
Aaron Judge,CCR-AJ,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Relic,Clubhouse Collection Relic,False
Andrew McCutchen,CCR-AM,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Relic,Clubhouse Collection Relic,False
Agustín Ramírez,CCR-AR,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Relic,Clubhouse Collection Relic,False
Austin Riley,CCR-ARI,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Relic,Clubhouse Collection Relic,False
Adley Rutschman,CCR-ARU,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Relic,Clubhouse Collection Relic,False
Bo Bichette,CCR-BB,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Relic,Clubhouse Collection Relic,False
Byron Buxton,CCR-BBU,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Relic,Clubhouse Collection Relic,False
Bryce Harper,CCR-BH,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Relic,Clubhouse Collection Relic,False
Brooks Lee,CCR-BL,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Relic,Clubhouse Collection Relic,False
Brandon Lowe,CCR-BLO,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Relic,Clubhouse Collection Relic,False
Brandon Nimmo,CCR-BN,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Relic,Clubhouse Collection Relic,False
Ben Rice,CCR-BR,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Relic,Clubhouse Collection Relic,False
Bryan Woo,CCR-BW,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Relic,Clubhouse Collection Relic,False
Bobby Witt Jr.,CCR-BWI,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Relic,Clubhouse Collection Relic,False
CJ Abrams,CCR-CA,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Relic,Clubhouse Collection Relic,False
Cody Bellinger,CCR-CB,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Relic,Clubhouse Collection Relic,False
Carlos Correa,CCR-CC,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Relic,Clubhouse Collection Relic,False
Corbin Carroll,CCR-CCA,2026 Topps Heritage Baseball,2026,Baseball,Arizona Diamondbacks,Relic,Clubhouse Collection Relic,False
Cade Horton,CCR-CH,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Relic,Clubhouse Collection Relic,False
Colson Montgomery,CCR-CM,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Relic,Clubhouse Collection Relic,True
Cal Raleigh,CCR-CR,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Relic,Clubhouse Collection Relic,False
Corey Seager,CCR-CSE,2026 Topps Heritage Baseball,2026,Baseball,Texas Rangers,Relic,Clubhouse Collection Relic,False
Christian Yelich,CCR-CY,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Relic,Clubhouse Collection Relic,False
Drake Baldwin,CCR-DB,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Relic,Clubhouse Collection Relic,False
Dylan Crews,CCR-DC,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Relic,Clubhouse Collection Relic,False
Dylan Cease,CCR-DCE,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Relic,Clubhouse Collection Relic,False
Eury Pérez,CCR-EP,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Relic,Clubhouse Collection Relic,False
Ezequiel Tovar,CCR-ET,2026 Topps Heritage Baseball,2026,Baseball,Colorado Rockies,Relic,Clubhouse Collection Relic,False
Freddie Freeman,CCR-FF,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Relic,Clubhouse Collection Relic,False
Francisco Lindor,CCR-FL,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Relic,Clubhouse Collection Relic,False
Fernando Tatis Jr.,CCR-FT,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Relic,Clubhouse Collection Relic,False
Garrett Crochet,CCR-GC,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Relic,Clubhouse Collection Relic,False
Gunnar Henderson,CCR-GH,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Relic,Clubhouse Collection Relic,False
George Springer,CCR-GS,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Relic,Clubhouse Collection Relic,False
Hunter Goodman,CCR-HG,2026 Topps Heritage Baseball,2026,Baseball,Colorado Rockies,Relic,Clubhouse Collection Relic,False
Jose Altuve,CCR-JA,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Relic,Clubhouse Collection Relic,False
Jordan Beck,CCR-JB,2026 Topps Heritage Baseball,2026,Baseball,Colorado Rockies,Relic,Clubhouse Collection Relic,False
Junior Caminero,CCR-JC,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Relic,Clubhouse Collection Relic,False
Jac Caglianone,CCR-JCA,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Relic,Clubhouse Collection Relic,True
Jackson Chourio,CCR-JCH,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Relic,Clubhouse Collection Relic,False
Jazz Chisholm Jr.,CCR-JCJ,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Relic,Clubhouse Collection Relic,False
Jarren Duran,CCR-JD,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Relic,Clubhouse Collection Relic,False
Jackson Holliday,CCR-JH,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Relic,Clubhouse Collection Relic,False
Jung Hoo Lee,CCR-JL,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Relic,Clubhouse Collection Relic,False
Jordan Lawlar,CCR-JLA,2026 Topps Heritage Baseball,2026,Baseball,Arizona Diamondbacks,Relic,Clubhouse Collection Relic,False
Jeff McNeil,CCR-JM,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Relic,Clubhouse Collection Relic,False
Jackson Merrill,CCR-JME,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Relic,Clubhouse Collection Relic,False
Jeremy Peña,CCR-JP,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Relic,Clubhouse Collection Relic,False
Julio Rodríguez,CCR-JR,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Relic,Clubhouse Collection Relic,False
José Ramírez,CCR-JRA,2026 Topps Heritage Baseball,2026,Baseball,Cleveland Guardians,Relic,Clubhouse Collection Relic,False
J.T. Realmuto,CCR-JRE,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Relic,Clubhouse Collection Relic,False
Juan Soto,CCR-JS,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Relic,Clubhouse Collection Relic,False
James Wood,CCR-JW,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Relic,Clubhouse Collection Relic,False
Jacob Wilson,CCR-JWI,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Relic,Clubhouse Collection Relic,False
Ketel Marte,CCR-KM,2026 Topps Heritage Baseball,2026,Baseball,Arizona Diamondbacks,Relic,Clubhouse Collection Relic,False
Kyle Schwarber,CCR-KS,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Relic,Clubhouse Collection Relic,False
Luis Arraez,CCR-LA,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Relic,Clubhouse Collection Relic,False
Lawrence Butler,CCR-LB,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Relic,Clubhouse Collection Relic,False
Luis Robert Jr.,CCR-LR,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Relic,Clubhouse Collection Relic,False
Mookie Betts,CCR-MB,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Relic,Clubhouse Collection Relic,False
Matt Chapman,CCR-MC,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Relic,Clubhouse Collection Relic,False
Manny Machado,CCR-MM,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Relic,Clubhouse Collection Relic,False
Matt Olson,CCR-MO,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Relic,Clubhouse Collection Relic,False
Marcus Semien,CCR-MS,2026 Topps Heritage Baseball,2026,Baseball,Texas Rangers,Relic,Clubhouse Collection Relic,False
Matt Shaw,CCR-MSH,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Relic,Clubhouse Collection Relic,False
Mike Trout,CCR-MT,2026 Topps Heritage Baseball,2026,Baseball,Angels,Relic,Clubhouse Collection Relic,False
Masyn Winn,CCR-MW,2026 Topps Heritage Baseball,2026,Baseball,St. Louis Cardinals,Relic,Clubhouse Collection Relic,False
Nolan Arenado,CCR-NA,2026 Topps Heritage Baseball,2026,Baseball,St. Louis Cardinals,Relic,Clubhouse Collection Relic,False
Nick Castellanos,CCR-NC,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Relic,Clubhouse Collection Relic,False
Nathan Eovaldi,CCR-NE,2026 Topps Heritage Baseball,2026,Baseball,Texas Rangers,Relic,Clubhouse Collection Relic,False
Nick Kurtz,CCR-NK,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Relic,Clubhouse Collection Relic,False
Ozzie Albies,CCR-OA,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Relic,Clubhouse Collection Relic,False
Oneil Cruz,CCR-OC,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Relic,Clubhouse Collection Relic,False
Pete Alonso,CCR-PA,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Relic,Clubhouse Collection Relic,False
Pete Crow-Armstrong,CCR-PC,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Relic,Clubhouse Collection Relic,False
Paul Goldschmidt,CCR-PG,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Relic,Clubhouse Collection Relic,False
Pablo López,CCR-PL,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Relic,Clubhouse Collection Relic,False
Paul Skenes,CCR-PS,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Relic,Clubhouse Collection Relic,False
Ronald Acuña Jr.,CCR-RA,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Relic,Clubhouse Collection Relic,False
Randy Arozarena,CCR-RAR,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Relic,Clubhouse Collection Relic,False
Riley Greene,CCR-RG,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Relic,Clubhouse Collection Relic,False
Royce Lewis,CCR-RL,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Relic,Clubhouse Collection Relic,False
Sal Frelick,CCR-SF,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Relic,Clubhouse Collection Relic,False
Salvador Perez,CCR-SP,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Relic,Clubhouse Collection Relic,False
Seiya Suzuki,CCR-SS,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Relic,Clubhouse Collection Relic,False
Spencer Torkelson,CCR-ST,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Relic,Clubhouse Collection Relic,False
Tarik Skubal,CCR-TS,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Relic,Clubhouse Collection Relic,False
Tyler Soderstrom,CCR-TSO,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Relic,Clubhouse Collection Relic,False
Trea Turner,CCR-TT,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Relic,Clubhouse Collection Relic,False
Vladimir Guerrero Jr.,CCR-VG,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Relic,Clubhouse Collection Relic,False
Willy Adames,CCR-WA,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Relic,Clubhouse Collection Relic,False
William Contreras,CCR-WC,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Relic,Clubhouse Collection Relic,False
Will Smith,CCR-WS,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Relic,Clubhouse Collection Relic,False
Yordan Alvarez,CCR-YA,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Relic,Clubhouse Collection Relic,False
Zach Neto,CCR-ZN,2026 Topps Heritage Baseball,2026,Baseball,Angels,Relic,Clubhouse Collection Relic,False
Aaron Judge,ROR-AJ,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Relic,Real One Relic,False
Andrew McCutchen,ROR-AM,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Relic,Real One Relic,False
Bo Bichette,ROR-BB,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Relic,Real One Relic,False
Byron Buxton,ROR-BBU,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Relic,Real One Relic,False
Bryce Harper,ROR-BH,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Relic,Real One Relic,False
Bryson Stott,ROR-BS,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Relic,Real One Relic,False
Bobby Witt Jr.,ROR-BW,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Relic,Real One Relic,False
Corbin Carroll,ROR-CC,2026 Topps Heritage Baseball,2026,Baseball,Arizona Diamondbacks,Relic,Real One Relic,False
Clayton Kershaw,ROR-CK,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Relic,Real One Relic,False
Cal Raleigh,ROR-CR,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Relic,Real One Relic,False
Chris Sale,ROR-CS,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Relic,Real One Relic,False
Drake Baldwin,ROR-DB,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Relic,Real One Relic,False
Francisco Lindor,ROR-FL,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Relic,Real One Relic,False
Fernando Tatis Jr.,ROR-FT,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Relic,Real One Relic,False
Garrett Crochet,ROR-GC,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Relic,Real One Relic,False
Hunter Greene,ROR-HG,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Relic,Real One Relic,False
Ian Happ,ROR-IH,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Relic,Real One Relic,False
Jose Altuve,ROR-JA,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Relic,Real One Relic,False
Junior Caminero,ROR-JC,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Relic,Real One Relic,False
Jackson Chourio,ROR-JCH,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Relic,Real One Relic,False
Jazz Chisholm Jr.,ROR-JCJ,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Relic,Real One Relic,False
Jackson Holliday,ROR-JH,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Relic,Real One Relic,False
Jackson Merrill,ROR-JM,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Relic,Real One Relic,False
José Ramírez,ROR-JR,2026 Topps Heritage Baseball,2026,Baseball,Cleveland Guardians,Relic,Real One Relic,False
Julio Rodríguez,ROR-JRO,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Relic,Real One Relic,False
Juan Soto,ROR-JS,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Relic,Real One Relic,False
James Wood,ROR-JW,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Relic,Real One Relic,False
Jacob Wilson,ROR-JWI,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Relic,Real One Relic,False
Ketel Marte,ROR-KM,2026 Topps Heritage Baseball,2026,Baseball,Arizona Diamondbacks,Relic,Real One Relic,False
Luis Arraez,ROR-LA,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Relic,Real One Relic,False
Luke Keaschall,ROR-LK,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Relic,Real One Relic,False
Mookie Betts,ROR-MB,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Relic,Real One Relic,False
Max Fried,ROR-MF,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Relic,Real One Relic,False
Matt Olson,ROR-MO,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Relic,Real One Relic,False
Matt Shaw,ROR-MS,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Relic,Real One Relic,False
Mike Trout,ROR-MT,2026 Topps Heritage Baseball,2026,Baseball,Angels,Relic,Real One Relic,False
Masyn Winn,ROR-MW,2026 Topps Heritage Baseball,2026,Baseball,St. Louis Cardinals,Relic,Real One Relic,False
Nolan Arenado,ROR-NA,2026 Topps Heritage Baseball,2026,Baseball,St. Louis Cardinals,Relic,Real One Relic,False
Ozzie Albies,ROR-OA,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Relic,Real One Relic,False
Oneil Cruz,ROR-OC,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Relic,Real One Relic,False
Pete Alonso,ROR-PA,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Relic,Real One Relic,False
Pete Crow-Armstrong,ROR-PC,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Relic,Real One Relic,False
Ronald Acuña Jr.,ROR-RA,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Relic,Real One Relic,False
Royce Lewis,ROR-RL,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Relic,Real One Relic,False
Tarik Skubal,ROR-TS,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Relic,Real One Relic,False
